22222,22223,22533,15533,14444|0100000001001001000000010
44322,44322,33322,11552,15552|0100000001001001000000010
55551,54511,44111,33222,33222|0001001000000011000000100
55555,52255,52333,44333,44113|0000101000000101000000100
11442,11442,13332,33332,35332|0010000001100000001001000
11115,33335,33555,23455,22444|0001001000000011000000100
55444,55114,35114,35244,35224|0100000010100000010000001
44411,54111,53311,33311,22221|0010010000000010100000010
22111,22211,24411,54433,54433|0100000001001001000000010
44444,41144,33344,55224,55222|0000100100100000001001000
55555,55535,12333,12443,22222|0100000010100000010000001
33333,44432,42222,55521,55511|0001010000001000000101000
33333,13533,15533,12443,22443|0000100100100000001001000
55555,22555,22351,44311,44311|0001010000001000000101000
55522,55552,44422,11333,11333|0000100100100000001001000
55555,54445,53333,22221,22111|0000101000000101000000100
44111,44121,44325,43325,43335|0010010000000100100000001
44332,44432,11332,55333,55555|0000100100100000001001000
11555,12555,22225,22233,24433|0001010000001000000101000
11444,11444,11343,22333,22355|0100000001001001000000010
11111,15554,33344,33322,33322|1000000100000010100000010
43355,43355,11355,11255,22222|1000000100000010100000010
44444,12444,12443,12433,15555|0001001000000011000000100
11355,41335,44355,44322,44322|1000000100000010100000010
22222,12222,11552,14533,14533|0010010000000100100000001
11122,11122,11322,55324,33344|0100000001001001000000010
11111,22541,22551,33555,33355|0100000010100000000100100
55533,55413,24413,24413,22411|0100000010100000000100100
33355,42255,42225,42111,22111|0100000001001001000000010
55222,55522,54423,54433,55111|1000000010010000000100100
35555,35524,33224,33224,11144|0010000001010000001010000
33334,33344,11112,11122,55522|0000100100100000001001000
13333,11111,54444,55522,55522|0010000001010000001010000
11155,11433,11433,22433,24433|0001001000000011000000100
32225,33225,33355,33311,44441|0010000001010000001010000
11333,51333,51443,21443,22222|0010010000000100100000001
22111,22111,32221,35544,55544|0100000010100000000100100
55544,51141,21111,22133,22233|0001010000001000000101000
32225,32255,33255,31444,31444|0010010000000100100000001
33221,33451,33451,33455,34444|0010000001100000001001000
44444,55411,25511,22233,22233|1000000010010000000100100
33322,33322,53444,55511,55511|0001010000001000000101000
22222,23355,33354,34444,44111|1000000010010000000100100
23333,25533,15333,11443,11443|1000000100000010100000010
11145,11445,31455,31455,33422|0100000001001001000000010
55333,55333,52244,22211,22211|0010010000000100100000001
55122,55122,54422,54432,54433|0010000001010000001010000
55533,55544,11544,11114,22444|0001001000000010010010000
22245,44445,44411,31111,31111|0100000001001001000000010
33333,44153,44153,44153,42555|0000100100100000001001000
55533,55533,22221,22221,22444|0001001000000011000000100
33444,33355,32355,22155,22555|0001001000000010010010000
55555,55355,13334,11334,11324|1000000100000010100000010
33322,33422,33421,55511,55111|0000100100100000001001000
11553,11553,12255,22254,44444|0000101000000101000000100
15333,15533,15553,12244,22244|1000000010010000000100100
22223,22113,44113,44113,45113|0010000001100000001001000
33555,33335,11144,11142,11122|0010010000000010100000010
22215,22115,21115,21135,44433|0010000001010000001010000
11113,45113,45511,44552,44222|0000101000000101000000100
22344,22314,22114,55515,55555|0010000001100000001001000
55222,55522,55523,11523,11443|0001001000000011000000100
55522,13222,13332,44332,44333|0010010000000010100000010
44333,43333,43322,41222,41115|0010010000000100100000001
44332,55532,55522,11122,11122|1000000010010000000100100
55554,55344,23344,23441,22211|1000000010010000000100100
33555,33255,11244,11224,11122|0010010000000100100000001
22255,22255,12255,44433,44433|0000100100100000001001000
44444,14343,11333,55522,55522|0001010000001000000101000
22221,21111,24111,54533,55533|0010000001010000001010000
22222,52222,53344,53114,53114|0010010000000010100000010
55555,44255,42211,44211,43331|0000100100100000001001000
14435,11335,11335,22225,22255|0100000010100000000100100
44441,22211,22251,33555,33555|0100000001001001000000010
22245,22245,12235,12331,11111|0001001000000010010010000
33333,13443,11225,11225,11225|1000000100000010100000010
44335,44235,42235,42111,42111|0010000001010000001010000
21111,21111,33115,33445,44445|1000000100000010100000010
22333,22335,44135,44155,44455|0001010000001000000101000
31122,31142,33445,33555,55555|0000101000000101000000100
22332,22222,22255,11244,11244|0010010000000100100000001
44442,34442,31422,11552,11555|0010010000000100100000001
55522,44522,45523,22223,22113|0100000010100000000100100
22133,22133,51114,55444,55544|1000000010010000000100100
22222,25144,55144,33444,33344|0000100100100000001001000
54444,55544,33214,32211,32211|0000100100100000001001000
11122,22225,42255,43355,33335|0100000010100000010000001
33344,11344,11144,11122,55522|0010000001010000001010000
55511,32511,32541,22541,22241|0010010000000100100000001
44455,44355,44332,11333,11133|0001001000000010010010000
33442,33442,51122,51122,51111|0100000010100000000100100
44445,11145,11144,22344,23333|0000101000000101000000100
41133,41133,44445,22455,22555|0100000001001001000000010
55122,51122,44332,44433,44433|0010010000000010100000010
11155,32255,33254,35554,55544|0100000001001001000000010
22211,42211,44551,43511,33551|0010010000000100100000001
22224,31124,31144,51544,55554|0001010000001000000101000
22111,55111,55113,55113,44443|1000000100000010100000010
13333,11332,55442,55442,44442|1000000100000010100000010
55522,45532,44112,44112,41111|1000000010010000000100100
31155,31255,31222,33344,33344|0100000001001001000000010
11112,13112,33552,35552,35542|0100000001001001000000010
34441,34441,33341,53342,55322|0100000001001001000000010
33111,51111,55111,22224,22244|1000000010010000000100100
55334,55334,11144,11142,11222|0001001000000011000000100
11111,42223,52223,55223,52233|0010010000000100100000001
54444,55443,52223,55333,55111|1000000010010000000100100
22333,22233,45553,44153,44153|0000101000000101000000100
44411,44111,44311,55332,55332|0001010000001000000101000
11112,11332,11332,15544,15544|0000100100100000001001000
44442,44442,53312,53112,51111|0010000001010000001010000
35422,35442,35542,35541,55511|1000000100000010100000010
11122,11222,11433,15433,55555|0001010000001000000101000
44444,11553,11533,11533,22223|0001001000000010010010000
33444,33441,33441,35211,55222|1000000100000010100000010
22233,22233,44455,14455,11115|0001001000000010010010000
53333,53333,22211,22444,22244|0010010000000100100000001
22222,22223,22533,44133,44113|0100000001001001000000010
33554,11554,11254,22244,22244|1000000010010000000100100
33344,33342,33222,55111,55555|0001001000000010010010000
11113,11113,11223,44253,44453|0100000001001001000000010
11144,11142,33522,33552,33522|0001010000001000000101000
34422,34422,55422,55411,55111|1000000100000010100000010
15555,14442,13322,11322,11322|0001001000000010010010000
31111,33341,33344,32355,22225|0100000010100000000100100
11333,11333,11144,12255,22255|0010010000000100100000001
22221,55441,55341,55544,55544|0100000001001001000000010
11222,13322,55333,55334,55344|1000000010010000000100100
12211,11111,44551,44553,44433|0100000001001001000000010
22444,22211,22211,22531,55533|0010000001010000001010000
33344,33444,53222,55221,55111|0001010000001000000101000
55222,55552,34451,33351,33351|0001010000001000000101000
55511,55311,22311,22344,23344|0010000001100000001001000
24511,24551,24555,44553,44333|0001010000001000000101000
55111,55233,55333,44433,44433|0000100100100000001001000
35511,35211,32214,33114,33144|0100000001001001000000010
54422,52222,51122,51133,53333|0100000001001001000000010
33311,33322,33352,44455,45555|0001001000000011000000100
22333,22233,21544,11554,11555|0000101000000101000000100
32211,32111,35541,35441,35541|0100000001001001000000010
11344,13344,33344,22255,22222|1000000010010000000100100
11111,22113,22333,24433,54444|0001001000000010010010000
55222,55422,55444,13344,11334|0001001000000011000000100
22224,22244,52133,55133,11113|0000100100100000001001000
55222,55222,15223,44433,44433|0100000010100000000100100
44111,44411,33115,33112,33322|0010010000000010100000010
24445,24355,23335,23311,33311|0010000001100000001001000
22211,22221,22225,33355,44444|0001001000000011000000100
55511,55551,55541,35521,32221|0000101000000101000000100
55111,45511,44444,33333,22333|0001001000000010010010000
44422,44442,11444,14433,55533|0000100100100000001001000
11222,14422,14435,11435,13335|0001001000000011000000100
55411,55441,55541,55322,33322|0000100100100000001001000
44555,44553,41133,41122,11222|0010000001100000001001000
14422,14422,13332,13335,15555|0100000010100000010000001
44411,44441,53322,55552,55552|0001010000001000000101000
22555,22555,22433,44433,11133|0001001000000010010010000
22223,42223,44333,14553,11553|0010000001010000001010000
44211,44221,44221,55233,55333|0001010000001000000101000
44444,22244,33555,31155,33111|0001001000000010010010000
33344,33344,24445,21555,11155|0010000001100000001001000
22222,22442,34444,33144,55555|0100000010100000010000001
55511,55511,33441,32444,22222|0000100100100000001001000
41133,41133,42253,45555,44444|0010000001010000001010000
44445,33355,31555,11555,11222|0001001000000011000000100
22222,23455,33455,33115,33115|1000000100000010100000010
55114,55444,55333,23333,22233|0010000001010000001010000
44445,43145,33115,33215,32222|1000000100000010100000010
55511,55331,55433,22433,22233|0001010000001000000101000
32144,31114,35514,55514,55544|0100000010100000000100100
22445,22445,33555,33111,11111|1000000100000010100000010
11222,11222,11352,41355,41355|0100000001001001000000010
44443,12433,12223,12222,11555|0100000010100000000100100
33344,32244,35244,55555,55511|1000000100000010100000010
33444,33444,33424,55511,55551|0010010000000100100000001
22233,22233,44433,11113,55113|0010000001010000001010000
13552,13522,11224,11224,11444|0001001000000010010010000
33555,33555,12155,11111,44411|1000000010010000000100100
33355,34455,31255,31255,11222|1000000100000010100000010
22221,42211,41111,41351,43331|0010000001100000001001000
22111,22211,32251,33554,34444|0000101000000101000000100
33555,33522,44522,44555,11155|1000000010010000000100100
21114,22144,22144,22143,22533|0100000010100000000100100
14444,11422,11522,11533,13333|0100000001001001000000010
22553,22553,22222,44211,44111|0000100100100000001001000
33335,33335,33445,22211,22211|0100000001001001000000010
22222,44112,44455,33335,33555|0100000010100000010000001
11133,11333,54443,54243,22243|0010000001100000001001000
21113,21113,24114,24444,25555|0000100100100000001001000
44422,44425,11455,11335,11135|0001001000000010010010000
51111,44122,44422,43422,33442|1000000100000010100000010
11344,15344,55344,52222,55222|0100000001001001000000010
44455,44445,11115,11335,12335|0000100100100000001001000
51144,55144,32111,32111,32211|0001001000000011000000100
11142,11442,15333,55533,55533|0000100100100000001001000
22551,22551,32554,32254,33244|0100000001001001000000010
55555,55544,22144,22111,22233|0100000001001001000000010
52244,54444,55444,11344,11334|0010010000000010100000010
11554,11544,33344,32244,32244|0001010000001000000101000
22244,22244,22331,22311,52211|0001001000000010010010000
55333,55322,44321,44421,44421|1000000100000010100000010
44422,44433,15533,11133,11133|0001010000001000000101000
44425,44425,44225,11333,11333|0000101000000101000000100
33555,34551,34411,33422,33444|0010000001010000001010000
55533,55143,55144,55144,22244|0000100100100000001001000
32215,32455,34455,34455,34455|0001001000000011000000100
33244,33244,35244,55211,55221|0010000001100000001001000
23355,23355,22354,22444,24411|0100000010100000010000001
22444,22144,22144,55133,55133|0000100100100000001001000
53311,53331,55322,44322,44422|0001010000001000000101000
33555,43511,33331,22211,22211|0010010000000100100000001
44555,44233,44233,11233,11133|0000100100100000001001000
55553,54553,54553,55522,11522|0010000001010000001010000
22222,32221,33221,55551,55444|0010010000000010100000010
55555,55355,33344,22341,22211|1000000100000010100000010
52222,51222,51233,53333,44444|0000101000000101000000100
22333,22333,22441,22411,55411|0001001000000010010010000
33311,33511,33511,45552,44522|0001010000001000000101000
51111,55311,55331,42233,44223|0000101000000101000000100
44455,11555,13333,12222,12222|0100000001001001000000010
44444,33422,33322,55522,11122|0001001000000010010010000
44333,53333,51332,51112,55111|0100000010100000000100100
55511,55511,22411,22411,33333|0100000001001001000000010
44444,45333,55333,55222,11122|0001001000000010010010000
44441,44311,22311,22255,55555|1000000100000010100000010
44111,44211,32225,33555,33555|0100000001001001000000010
55533,52533,12243,11243,11233|0010000001010000001010000
55111,51111,53442,53422,53422|1000000010010000000100100
54442,51112,51112,55122,51133|0100000001001001000000010
33124,33124,31124,11224,11555|0000101000000101000000100
23333,11133,51113,54555,55555|1000000100000010100000010
33333,23143,21145,21445,55555|0010010000000100100000001
12222,42222,44233,45533,55533|1000000010010000000100100
24444,23444,23111,23111,23155|1000000100000010100000010
44455,44255,44455,33111,33311|0000100100100000001001000
22555,44455,11455,11133,11133|1000000100000010100000010
55111,55111,11112,33344,33344|1000000100000010100000010
11444,44444,45534,25534,25534|0100000001001001000000010
44455,44455,41155,22255,22233|0100000001001001000000010
33335,31115,44112,44112,44422|0100000001001001000000010
22214,55214,31114,33111,33111|0010010000000010100000010
11112,55132,54432,44422,22222|0100000010100000010000001
55511,34411,33311,33322,22222|1000000100000010100000010
11122,11122,33552,33455,33455|0100000010100000010000001
22555,23355,23333,24111,44111|0010010000000010100000010
11544,11554,11114,22134,22333|0010010000000010100000010
41111,44413,42211,42511,22555|0100000001001001000000010
21133,21133,21133,24111,44555|1000000100000010100000010
22222,33115,11115,41115,41115|0001001000000011000000100
35555,32224,12244,11144,11144|0001010000001000000101000
44422,44422,11155,11133,11333|0000101000000101000000100
55222,55322,15322,11444,11444|1000000100000010100000010
14444,11142,51222,53332,55322|0001001000000010010010000
55544,55544,21133,21133,22133|0100000010100000010000001
22255,22255,23455,11445,11444|0010000001010000001010000
44111,44111,42115,33155,33355|1000000010010000000100100
55511,55411,33421,32421,32221|0100000001001001000000010
11111,33312,33422,34422,33445|0010010000000100100000001
33555,35555,15554,12244,14444|0100000010100000010000001
45533,44433,44433,44112,11122|0100000010100000000100100
44444,54411,54411,53311,22221|0010010000000010100000010
22111,22214,55554,55334,33344|0001010000001000000101000
33333,52223,52243,52143,55143|0000101000000101000000100
33311,33341,22544,22444,22444|0001010000001000000101000
11445,11555,15555,15253,33333|0001001000000010010010000
25111,21111,23313,33333,33344|0100000010100000010000001
55444,55441,33211,32222,33222|0000101000000101000000100
51112,51112,55442,55552,55333|0100000001001001000000010
34445,33325,33225,31111,11111|0100000001001001000000010
32244,33224,11225,11125,11115|0001010000001000000101000
22344,22334,11333,11135,11155|0001010000001000000101000
11444,11154,31154,32222,32222|0000101000000101000000100
33445,33455,31115,22215,22215|0010010000000100100000001
11254,11254,15554,33354,33355|0010000001100000001001000
33444,33211,33211,55111,55511|0000100100100000001001000
33311,34311,44441,22555,22555|0100000001001001000000010
11114,11124,51224,53224,33222|0000100100100000001001000
33331,33331,55331,55422,44422|0000100100100000001001000
22222,12244,11555,35555,33355|0100000010100000000100100
22333,22133,11143,11143,11155|0010010000000100100000001
33555,33335,33415,44422,44422|0010010000000100100000001
11333,23333,23334,55344,55554|0100000010100000000100100
11112,32222,33222,44225,44225|0001010000001000000101000
33355,33255,32225,34421,33422|1000000010010000000100100
55222,55222,55544,51111,11133|0010010000000010100000010
41222,41222,42222,45533,55533|0100000010100000000100100
31155,33155,33155,22244,22444|0100000010100000010000001
11112,33142,35542,55442,55522|0010010000000100100000001
55444,25444,25333,23333,11111|0100000010100000000100100
11111,11153,22453,22453,22255|0100000001001001000000010
51112,55552,55533,44443,44433|0100000001001001000000010
51112,55542,55544,33544,33344|0100000001001001000000010
55554,55144,51144,31142,33332|1000000010010000000100100
34444,33344,33311,55311,55552|0010010000000100100000001
55333,55533,45533,41122,44222|0100000010100000010000001
55554,55444,32211,22211,22211|0100000010100000000100100
22233,52223,54422,44422,11222|0001010000001000000101000
53344,53334,55331,15121,11111|0000100100100000001001000
55553,55553,11522,11422,11442|0000101000000101000000100
33552,34442,11142,11112,11122|0010010000000100100000001
44444,55544,15543,11133,23333|0001001000000010010010000
33355,33335,33444,22144,22144|0001001000000010010010000
15555,15555,12245,22344,22333|1000000010010000000100100
22222,35542,35441,55111,55111|0001010000001000000101000
55511,55512,44522,44333,33333|0001001000000011000000100
44444,44442,11222,31552,31152|0010000001010000001010000
44115,44115,44115,43355,43322|0010010000000010100000010
55444,55444,33344,11122,11222|0100000010100000010000001
22225,22225,11455,14445,44435|0100000001001001000000010
55333,55111,52211,52214,54444|0010010000000010100000010
44442,55112,55322,55332,55332|1000000100000010100000010
11222,33552,33455,33555,33555|0100000001001001000000010
33355,43355,44315,44111,24111|0010000001010000001010000
33333,55553,55552,15452,44452|0001001000000011000000100
44411,44415,44415,22333,22333|0001001000000011000000100
24111,24411,24411,25411,25333|1000000100000010100000010
33554,33554,11144,11144,11222|1000000010010000000100100
33224,33224,35444,55444,55114|0001001000000011000000100
11333,11334,22234,22224,25524|0001010000001000000101000
55522,55224,33334,33311,33311|1000000100000010100000010
11155,11555,33322,43322,44322|0100000001001001000000010
44222,42222,45511,45511,43331|0001010000001000000101000
44442,44442,55133,51133,11111|0000100100100000001001000
11333,11233,12223,52423,54444|0100000001001001000000010
11112,11152,33552,33322,33344|0100000001001001000000010
11114,33444,33322,55522,55555|1000000010010000000100100
22444,22114,22514,55544,55533|1000000100000010100000010
23333,24431,22221,55251,55551|0001001000000010010010000
23333,22433,22413,22411,55411|0000100100100000001001000
55554,55554,33524,33111,33111|0000101000000101000000100
55555,22555,12253,11133,44333|0001001000000010010010000
34311,33311,33511,35522,22222|0100000001001001000000010
22224,22444,55533,55511,55111|0000101000000101000000100
22233,24333,14353,11353,11133|0010000001010000001010000
11133,41133,44553,55552,55552|0100000010100000000100100
44444,44414,43115,43255,33225|1000000010010000000100100
11145,33145,22245,22245,22255|0010010000000100100000001
24111,24411,33411,33511,33551|1000000100000010100000010
55554,25334,22344,21334,11111|0001010000001000000101000
11111,33221,33244,33335,33355|1000000100000010100000010
42225,42225,44425,11355,11333|0100000001001001000000010
33222,55222,54441,54411,54411|0100000010100000000100100
22211,22211,44551,34455,33355|0010000001010000001010000
33111,33111,55511,55222,44444|0100000010100000010000001
54122,54112,55132,55111,55111|0000101000000101000000100
44411,44113,55233,52223,55223|0001001000000011000000100
44555,44555,44352,41322,41332|0010010000000010100000010
11113,33333,23333,22224,22544|0100000010100000000100100
44222,44422,54122,55112,55133|0100000001001001000000010
11111,11211,42211,42255,33555|0000100100100000001001000
32255,32255,34445,33345,11344|0010000001100000001001000
44455,44455,42255,44351,43355|1000000010010000000100100
22553,24453,24433,11433,11433|0001010000001000000101000
51144,52444,22244,32333,33333|0010010000000100100000001
11122,14122,44445,44455,44335|1000000010010000000100100
22224,22554,11554,11133,11133|0100000001001001000000010
55333,55333,51444,51114,22114|0001001000000010010010000
44435,44435,11155,11255,22255|0001010000001000000101000
32222,33344,33441,33411,35555|0010000001100000001001000
55244,55244,11114,11333,11333|0010010000000010100000010
11332,15552,11152,11122,44422|0001001000000010010010000
44455,44155,44225,22233,23333|1000000100000010100000010
55222,11112,11112,31444,33444|0100000001001001000000010
22255,22215,21115,41445,44433|0100000001001001000000010
55511,55511,45551,43332,44432|0100000010100000010000001
14444,14444,55222,22223,22223|1000000010010000000100100
55113,51133,54112,54112,11122|1000000010010000000100100
55233,11233,11222,11224,11144|0100000001001001000000010
33344,33244,13244,11244,55554|0100000001001001000000010
33344,33334,23344,23111,55555|0000100100100000001001000
45522,45522,45111,44111,44133|0100000001001001000000010
22225,22225,23225,44115,44455|0010000001010000001010000
53111,53311,55555,52244,22244|0100000010100000000100100
22244,32211,35551,35553,33333|0001001000000010010010000
44443,55133,55133,52233,22233|0001010000001000000101000
25555,22253,42233,44113,44411|0001001000000010010010000
44223,44423,44433,11155,11155|0010000001010000001010000
55552,11122,11122,11123,11444|1000000010010000000100100
33551,35551,33551,32541,32441|1000000100000010100000010
11112,41112,41132,45332,55332|0010010000000010100000010
25554,25554,22334,22211,22111|0100000001001001000000010
33511,33511,35511,44421,44421|0010000001100000001001000
11444,11444,15543,22553,22222|0001001000000010010010000
44111,44111,34552,33522,33522|0001010000001000000101000
44442,44222,45212,45212,33332|0010000001010000001010000
55551,55511,54412,55332,55322|1000000010010000000100100
11122,11122,44322,44355,55555|0100000001001001000000010
21115,22115,23155,33345,33445|0010000001100000001001000
33342,33442,11422,11522,11555|0001001000000010010010000
55554,55544,33222,13222,13322|0000101000000101000000100
33333,53111,55444,55244,55224|1000000100000010100000010
35551,33451,34411,24411,24411|0001001000000011000000100
32224,33224,33324,11554,11554|0000101000000101000000100
11333,11533,22553,22554,22554|1000000010010000000100100
33344,33342,33142,55552,55552|0001010000001000000101000
22222,25222,25333,11333,14433|0000101000000101000000100
